Gene,TSS
Hpgds,65094724
C130060K24Rik,65331287
Tnip3,65540391
A930038C07Rik,65621604
Prdm5,65728955
4930544G11Rik,65902564
Mad2l1,66485461
Vmn1r32,66509702
Vmn1r33,66562562
Vmn1r34,66587746
Vmn1r35,66629678
Vmn1r36,66666883
Vmn1r37,66681385
Vmn1r38,66727124
Vmn1r39,66755326
Gng12,66846390
Gng12,66846884
Gadd45a,66987401
Serbp1,67216972
Il12rb2,67326131
Il23r,67441849
Tacstd2,67485816
4930515G16Rik,67515693
Rprl1,69277511
Rpia,70742169
Eif2ak3,70794520
1700011F03Rik,70868916
Foxi3,70906599
Thnsl2,71094370
Fabp1,71149881
Smyd1,71212275
Krcc1,71222012
Cd8b1,71272805
Cd8a,71323420
Rmnd5a,71390631
Rnf103,71443887
Vps24,71493847
Kdm3a,71582680
Kdm3a,71582899
Reep1,71657853
Mrpl35,71773778
Immt,71781324
Ptcd3,71858756
Polr1a,71859046
St3gal5,72047606
Atoh8,72185571
Sftpb,72253241
Usp39,72295169
0610030E20Rik,72297310
Tmem150a,72305476
Rnf181,72312375
Vamp5,72330462
Vamp8,72340661
Ggcx,72364326
Mat2a,72389552
Capg,72494432
Capg,72499442
Elmod3,72548336
Retsat,72548621
Tgoln2,72566742
Tgoln1,72566994
Tcf7l1,72738950
Kcmf1,72849973
Tmsb10,72908226
Tmsb10,72908393
Dnahc6,73171625
Suclg1,73198498
4931417E11Rik,73419661
Lrrtm1,77192710
Ctnna2,77929661
Reg3b,78320878
Reg3d,78328859
Reg3a,78330702
Reg2,78355148
Reg1,78375976
Reg3g,78418868
Lrrtm4,79968870
Lrrtm4,79969636
Mir468,81846670
AW146020,81873662
Mrpl19,81915943
Fam176a,81991621
Tacr1,82352468
Pole4,82602859
Hk2,82724448
Sema4f,82889744
D6Mm5e,82896915
Dok1,82983465
Loxl3,82984217
Htra2,83004565
Aup1,83004646
Dqx1,83007837
Tlx2,83020219
Pcgf1,83028383
Lbx2,83036358
Ccdc142,83051509
Mrpl53,83059101
Mogs,83065499
Wbp1,83071455
Ino80b,83075023
Rtkn,83085801
Rtkn,83087077
Wdr54,83106373
1700003E16Rik,83106397
Dctn1,83129582
Slc4a5,83187368
Mthfd2,83267598
Mobkl1b,83276032
Bola3,83299477
Tet3,83391672
B230319C09Rik,83391748
Dguok,83456963
Actg2,83486245
Stambp,83522498
Clec4f,83606110
Cd207,83627851
Vax2os1,83660926
Vax2,83661257
Vax2os2,83662195
Atp6v1b1,83693010
Ankrd53,83712639
Tex261,83725806
Nagk,83745050
Nagk,83745151
Paip2b,83781735
Zfml,83864346
Dysf,83958583
Dysf,83969382
Cyp26b1,84543804
Cyp26b1,84543902
Exoc6b,85019507
Npm3-ps1,85026134
Gm5878,85076088
Spr,85087758
Emx1,85137924
Sfxn5,85283416
Mir705,85286367
Rab11fip5,85324628
Noto,85373879
Smyd5,85381969
1700040I03Rik,85401296
Cct7,85401498
1700040I03Rik,85401964
Fbxo41,85452880
Egr4,85463536
Alms1,85537524
Cml3,85712474
Cml3,85715738
Cml5,85770966
Nat8,85781884
Cml2,85819131
1700019G17Rik,85852527
1700019G17Rik,85854932
Cml1,85865671
Tprkb,85865712
Dusp11,85911661
Figla,85967184
Add2,86028077
Tgfa,86145409
Fam136a,86315676
Snrpg,86321533
Pcyox1,86347144
Tia1,86354212
C87436,86388391
C87436,86388639
Pcbp1,86476159
Asprv1,86578167
Mxd1,86619153
Snrnp27,86634485
Gmcl1,86683372
Anxa4,86743578
2610306M01Rik,86799434
Aak1,86799510
Nfu1,86959829
Gfpt1,86992839
D6Ertd527e,87054739
Antxr1,87285769
Gkn1,87300909
Gkn2,87323358
Gkn3,87338929
Bmp10,87378995
Arhgap25,87446294
Arhgap25,87483229
Prokr1,87540695
Aplf,87622162
Ccdc48,87680862
Gp9,87728129
Rab43,87759748
Rab43,87761773
Isy1,87788753
Cnbp,87801100
Copg,87837933
Copg,87837965
8430410A17Rik,87863969
H1fx,87931476
Gm5577,87931676
Rab7,87963684
Rpn1,88034466
Gata2,88148657
Dnajb8,88172261
Eefsec,88396533
Ruvbl1,88415416
Sec61a1,88468794
Kbtbd12,88577439
Mgll,88674405
Mgll,88674697
Abtb1,88791929
Podxl2,88824038
Mcm2,88848774
Tpra1,88852244
4933427D06Rik,89046108
Gm1965,89090998
Gm839,89166173
Plxna1,89312607
Chchd6,89545646
Txnrd3,89593981
Vmn1r40,89664196
Vmn1r239,89696417
Vmn1r41,89696475
Vmn1r42,89795531
Vmn1r43,89820448
Vmn1r44,89843267
Vmn1r45,89890501
Vmn1r46,89926164
Vmn1r47,89971881
Vmn1r48,89986835
Vmn1r49,90023012
Vmn1r50,90057268
Vmn1r51,90072636
Vmn1r52,90128709
V1ra8,90152810
Vmn1r53,90174432
Vmn1r54,90219099
BC048671,90251263
Chst13,90275179
Uroc1,90283282
Zxdc,90319487
Ccdc37,90378474
Klf15,90412619
Aldh1l1,90500841
Slc41a3,90554873
Slc41a3,90569209
Iqsec1,90666523
Iqsec1,90760117
Nup210,91066820
Hdac11,91106808
Fbln2,91162757
Wnt7a,91361363
Chchd4,91423417
Tmem43,91423744
Xpc,91465882
Lsm3,91466028
Slc6a6,91634060
Grip2,91757387
C130022K22Rik,91828046
4930590J08Rik,91854226
Fgd5,91937103
Nr2c2,92041411
Mrps25,92134017
Zfyve20,92164805
Trh,92194642
Prickle2,92431386
Prickle2,92484855
Prickle2,92517360
Prickle2,92656178
Adamts9,92851435
9530026P05Rik,92890575
Magi1,93863548
Magi1,93863684
Magi1,94233898
Slc25a26,94450307
Lrig1,94650139
Kbtbd8,95067899
AY512915,95283987
Suclg2,95668831
Fam19a1,96063147
1700123L14Rik,96116199
Fam19a4,97010405
A130022J15Rik,97098877
Tmf1,97129118
Uba3,97155636
Arl6ip5,97160785
Lmod3,97202774
Frmd4b,97567651
Mitf,97757051
Mitf,97941776
Gm765,98292748
Foxp1,99113012
Eif4e3,99616765
Gpr27,99642672
Prok2,99676386
Rybp,100237352
Shq1,100621151
Gxylt2,100654727
Ppp4r2,100783631
Pdzrn3,101327891
Gm9871,101724242
Cntn3,102414661
Chl1,103460869
Cntn6,104443037
Cntn4,105627738
Cntn4,106068758
Il5ra,106699031
Trnt1,106719165
Crbn,106750068
Lrrn1,107479778
Setmar,108015039
Sumf1,108135576
Itpr1,108163089
Bhlhe40,108610622
Arl8b,108733052
Edem1,108778634
Grm7,110595591
1700054K19Rik,112160701
Lmcd1,112223751
D630042P16Rik,112338017
Cav3,112409498
Oxtr,112439802
Rad18,112646664
Srgap3,112897260
Thumpd3,112996320
Gt(ROSA)26Sor,113027238
Setd5,113027632
Lhfpl4,113145378
Mtmr14,113187836
Cpne9,113232300
Brpf1,113257190
Ogg1,113276969
Camk1,113293916
Tada3,113327514
Arpc4,113328106
Ttll3,113339253
Ttll3,113342490
Rpusd3,113369334
Cidec,113385749
Jagn1,113392628
Il17re,113408477
Il17re,113408888
Il17rc,113421448
Creld1,113433562
Prrt3,113451812
Tmem111,113481632
Fancd2,113481675
4931417G12Rik,113550709
6720456B07Rik,113554765
Vhl,113574014
Irak2,113588460
Tatdn2,113647492
Ghrl,113669874
Sec13,113690675
Atp2b2,113841370
Atp2b2,113992020
Slc6a11,114081234
Slc6a1,114232628
Hrh1,114347929
Atg7,114593142
Vgll4,114871770
1500001M20Rik,114987892
Syn2,115084919
Timp4,115201867
Pparg,115311238
Pparg,115372083
Tsen2,115494721
2510049J12Rik,115542594
Mkrn2,115551955
Raf1,115626653
Tmem40,115684969
Tmem40,115685121
Tmem40,115709017
Tmem40,115712484
Cand2,115724574
Snora7a,115758121
Rpl32,115758761
BC060267,115788430
Mbd4,115803359
Ift122,115803545
Rho,115881944
H1foo,115894956
Plxnd1,115945023
Tmcc1,116143392
D6Wsu116e,116158050
Anubl1,116214252
8-Mar,116288140
Alox5,116411196
Olfr211,116443628
Olfr212,116456533
Olfr213,116490472
Olfr214,116506444
Olfr215,116532962
Zfp422,116578995
8430408G22Rik,116600701
Rassf4,116623854
Tmem72,116666776
Cxcl12,117118552
Zfp637,117791259
Zfp239,117813094
Hnrnpf,117850357
Hnrnpf,117856799
Hnrnpf,117857821
Hnrnpf,117867311
Fxyd4,117887353
Rasgef1a,118016402
Csgalnact2,118089158
Ret,118147762
Bms1,118369435
Zfp248,118405524
Zfp9,118429291
Ankrd26,118512274
Cacna1c,119058207
Dcp1b,119125270
Cacna1c,119146427
Cacna2d4,119186543
Lrtm2,119279222
Lrtm2,119280784
Adipor2,119367501
Fbxl14,119429685
Wnt5b,119494365
Erc1,119798168
3110021A11Rik,119798210
Rad52,119852715
Hsn2,119913686
Mir706,119984329
Wnk1,119988673
Ninj2,120043397
B4galnt3,120244577
Ccdc77,120307378
Kdm5a,120314116
Il17ra,120413214
Cecr6,120443825
Cecr5,120481317
Cecr2,120616438
Slc25a18,120723785
Atp6v1e1,120772703
Bcl2l13,120786247
Bid,120866838
Mical3,121031627
Pex26,121133684
Tuba8,121160787
Usp18,121195923
Slc6a13,121250313
Slc6a12,121296714
Iqsec3,121423696
A2m,121586190
Mug1,121788558
Cpamd8,121956815
Gm10319,122086645
Mug-ps1,122126070
Klrg1,122232851
M6pr,122259027
Phc1,122287033
Rimklb,122436323
Mfap5,122463693
Aicda,122503826
Apobec1,122552462
Gdf3,122560089
Dppa3,122576441
Nanog,122657585
Nanogpd,122657800
Slc2a3,122692763
Foxj2,122770201
C3ar1,122806175
Necap1,122824574
Clec4a1,122871875
Clec4a3,122902661
Clec4a4,122940384
Clec4b1,123000023
Clec4a2,123072707
Clec4a2,123073333
Clec4b2,123123040
Clec4n,123179891
Clec4d,123212124
Clec4e,123239889
Vmn2r19,123258350
Vmn2r20,123368079
Vmn2r21,123483424
Vmn2r22,123600653
Vmn2r23,123652838
Vmn2r24,123728988
Vmn2r25,123803208
Vmn2r26,123974775
Vmn2r27,124181802
Cd163,124254668
1700013D24Rik,124307104
Pex5,124365085
Clstn3,124414802
C1rl,124443130
C1ra,124462638
C1s,124492339
C1s,124492377
C1rb,124520447
Gm5077,124586103
Lpcat3,124613121
Emg1,124662196
Phb2,124662306
Mir141,124668003
Mir200c,124668408
Ptpn6,124683163
Ptpn6,124688727
Grcc10,124691097
Rnu7,124693852
Atn1,124706505
Eno2,124719527
Lrrc23,124729736
Spsb2,124758958
Tpi1,124764314
Usp5,124779465
Cdca3,124780193
Gnb3,124790293
Leprel2,124807705
Gpr162,124813935
Cd4,124838227
Lag3,124861723
Ptms,124867964
Mlf2,124881405
Cops7a,124915415
Cops7a,124915547
C530028O21Rik,124946737
C530028O21Rik,124948454
C530028O21Rik,124948627
Zfp384,124959822
Ing4,124989865
Acrbp,124999944
Lpar5,125017937
Lpar5,125021294
Chd4,125046180
Nop2,125081900
Iffo1,125095258
Iffo1,125095268
Gapdh,125115601
Scarna10,125136449
Ncapd2,125141604
Mrpl51,125142217
Vamp1,125165598
E130112N10Rik,125181293
Tapbpl,125181878
Cd27,125187045
4930417O13Rik,125215542
Tuba3a,125236060
Ltbr,125263888
Scnn1a,125271357
Tnfrsf1a,125299740
Plekhg6,125330522
Cd9,125444773
Vwf,125502980
Ano2,125640436
Ntf3,126114978
Ntf3,126116762
Kcna5,126485573
Kcna1,126595819
Kcna6,126690692
Ndufa9,126799162
Akap3,126803115
Dyrk4,126871857
Rad51ap1,126889573
D6Wsu163e,126889983
Fgf6,126965559
Fgf23,127022919
9630033F20Rik,127059570
Ccnd2,127101066
Parp11,127403740
Efcab4b,127527992
Prmt8,127718747
Tspan11,127837639
Tspan9,128093596
Tead4,128250831
Tulp3,128305869
5930416I19Rik,128312840
5930416I19Rik,128312915
Foxm1,128313011
4933413G19Rik,128325527
Nrip2,128349783
Itfg2,128374928
Fkbp4,128388649
Gm10069,128388774
Pzp,128476738
BC048546,128531624
Klrb1a,128572952
Clec2h,128612403
Gm4696,128673064
Klrb1c,128738659
Klrb1b,128776333
Clec2i,128837631
Clec2g,128884398
Clec2g,128921177
BC064078,128943037
Klrb1f,128995918
Clec2e,129050934
Clec2d,129130639
Cd69,129225387
4922502D21Rik,129281799
Clec12a,129300303
Clec12b,129335521
Clec1b,129347314
Clec9a,129358880
Clec1a,129402018
Clec7a,129422795
Olr1,129457183
D630042F21Rik,129462574
Gabarapl1,129483209
Klre1,129528303
Klrd1,129543505
Klrk1,129572689
Klrk1,129573859
Klrc3,129593306
Klrc2,129610574
Klrc2,129610614
Klrc1,129628928
Mir680-1,129641552
Klri1,129667150
Klri2,129690502
Gm156,129725867
Klra17,129826690
Klra5,129863242
Klra6,129976972
Klra19,129976978
Klra33,130015320
Klra4,130017199
Klra18,130017276
Klra8,130079853
Klra21,130079897
Klra8,130079916
Klra9,130143130
Klra7,130181705
Klra7,130183340
Klra10,130231946
Klra13,130256450
Klra13,130256451
Klra12,130256499
Klra23,130258379
Klra3,130287644
Klra15,130330680
Klra22,130330826
Klra1,130336892
Klra2,131197380
Magohb,131243262
Styk1,131263845
Csda,131338468
Tas2r130,131580848
Tas2r107,131610102
Tas2r106,131628904
Tas2r104,131635762
Tas2r105,131637481
Tas2r114,131640081
Prb1,132160539
Prpmp5,132264761
Gm8882,132314152
Gm4736,132314153
Prh1,132519859
Prp2,132545963
A630073D07Rik,132577529
Tas2r120,132606974
Tas2r121,132651025
Tas2r122,132661946
Tas2r115,132688004
Tas2r124,132704747
Tas2r102,132712148
Tas2r136,132728180
Tas2r117,132752918
Tas2r123,132797159
Tas2r116,132805455
Tas2r110,132818025
Tas2r113,132843028
Tas2r125,132859668
Tas2r129,132901119
Tas2r131,132907862
Tas2r109,132930983
Tas2r103,132987119
Tas2r140,133005811
2700089E24Rik,133055256
Gm5886,133717421
Kap,133803685
Etv6,133985724
Bcl2l14,134346346
Lrp6,134516931
Mansc1,134582506
Loh12cr1,134589529
Loh12cr1,134590957
Dusp16,134742646
Crebl2,134780216
Gpr19,134837877
Gpr19,134847833
Gpr19,134847943
2810454H06Rik,134847978
Cdkn1b,134870418
Apold1,134932018
Ddx47,134961637
Gprc5a,135015679
Gprc5d,135068301
Hebp1,135118233
8430419L09Rik,135148004
Gsg1,135197902
Gsg1,135204354
Pbp2,135260402
Emp1,135312948
Grin2b,136123529
E330021D16Rik,136182256
Mir220,136191955
Gm8994,136277556
Atf7ip,136467371
Plbd1,136610414
Gucy2c,136730263
Hist4h4,136752900
H2afj,136756768
Wbp11,136776737
BC049715,136777363
C030030A07Rik,136783971
Art4,136806121
Mgp,136824326
Erp27,136870701
Arhgdib,136890238
Pde6h,136903043
Rerg,137118239
Rerg,137119017
Ptpro,137200819
Ptpro,137359241
Eps8,137597641
Strap,137683602
Dera,137703097
Slc15a5,138028437
Mgst1,138089057
Lmo3,138530489
Igbp1b,138606965
Rergl,139450430
Pik3c2g,139535771
Pik3c2g,139789965
Plcz1,139989938
Capza3,139990045
Plekha5,140372619
Aebp2,140571183
Aebp2,140572209
Aebp2,140572818
Pde3a,141197789
Gm10400,141289073
Slco1c1,141472906
Slco1b2,141578038
Slco1a4,141804692
Slco1a1,141895483
Gm6614,141957266
Slco1a6,142134670
Iapp,142246944
Slco1a5,142271470
Pyroxd1,142294216
Recql,142335607
Golt1b,142335762
Gys2,142421629
Ldhb,142456463
Kcnj8,142519876
5330439B14Rik,142563114
Abcc9,142650794
Cmas,142705205
Gm766,142752986
St8sia1,142912972
5730419I09Rik,143048627
Etnk1,143115749
D6Ertd474e,143194407
Sox5,144158078
Bcat1,144997332
Bcat1,145024677
Lrmp,145070258
Casc1,145159490
Lyrm5,145159653
Lyrm5,145159666
Kras,145198751
1700073E17Rik,145336144
Ifltd1,145383445
Tuba3b,145564482
Rassf8,145756902
Bhlhe41,145813860
Sspn,145882666
Itpr2,146450434
4933424B01Rik,146526357
Fgfr1op2,146526432
Tm7sf3,146583114
Med21,146591100
Stk38l,146673451
Arntl2,146754051
1700023A16Rik,146798631
Ppfibp1,146837015
1700034J05Rik,146902943
Rep15,146981058
Mrps35,146991291
Gm5887,147035554
Klhdc5,147039596
E330012B07Rik,147128762
Pthlh,147212607
Ccdc91,147424392
1700049E15Rik,147638762
Far2,147995937
4732416N19Rik,148160809
Ergic2,148160896
Rps4y2,148303177
Tmtc1,148392874
Ipo8,148779989
Caprin2,148844648
Fam60a,148894954
Dennd5b,149050202
4833442J19Rik,149090118
Amn1,149137234
2810474O19Rik,149257935
Bicd1,149357407
Speer9-ps1,3128145
AU018091,3169204
Mir290,3218626
LOC100303645,3218784
Mir291a,3218919
Mir292,3219189
Mir291b,3219482
Mir293,3220343
Mir294,3220641
Mir295,3220773
Nlrp12,3249741
Myadm,3289038
Myadm,3290555
Myadm,3290556
Myadm,3293028
Prkcc,3303657
Cacng7,3336684
Cacng8,3394458
Cacng6,3425422
Tarm1,3503433
Oscar,3567735
Ndufa3,3568974
Tfpt,3581486
Prpf31,3581586
Cnot3,3596870
Leng1,3617442
Tmc4,3629155
Mboat7,3645127
Tsen34,3645211
Tsen34,3646109
Rps9,3655642
Lilrb3,3671984
Pira2,3796653
Gm14548,3849694
Pira11,3849695
Pira7,3849722
Pira1,3867086
Lilra6,3867103
Lair1,4014806
Ttyh1,4071134
9430041J12Rik,4072330
D030047H15Rik,4088528
Leng8,4088657
Leng9,4101474
Cdc42ep5,4116301
Lilra5,4189355
Pira6,4225744
Pira6,4225790
Ncr1,4289325
Gp6,4349346
Rdh13,4397259
Eps8l1,4416343
D630041G03Rik,4422486
Ppp1r12c,4453282
Tnnt1,4467577
Tnni3,4474045
6030429G01Rik,4484044
Syt5,4498169
Ptprh,4555643
Tmem86b,4582084
Saps1,4610552
Hspbp1,4636565
Brsk1,4642529
Tmem150b,4676684
Tmem150b,4676853
Suv420h2,4691728
Cox6b2,4704504
Cox6b2,4704696
Fam71e2,4722872
Il11,4729743
Tmem190,4734541
2210411K11Rik,4741162
Rpl28,4744566
Ube2s,4763942
Shisa7,4796298
Isoc2b,4817781
Isoc2a,4828654
Zfp628,4866818
Nat14,4873852
A430110N23Rik,4877445
Sbk2,4915950
Zfp579,4947703
Fiz1,4964844
Fiz1,4965855
Fiz1,4966299
Fiz1,4966330
Zfp524,4967109
6430526N21Rik,4971977
Zfp784,4990036
Zfp580,5003133
Ccdc106,5008327
U2af2,5013783
Epn1,5031906
Rfpl4,5068513
Rasl2-9,5077552
Vmn1r55,5099024
Vmn1r56,5148349
Vmn1r57,5172079
Gm5065,5302142
Nlrp2,5302637
Vmn1r58,5364747
Vmn1r59,5406361
Vmn2r28,5445453
Vmn1r60,5496701
Vmn1r61,5562915
Vmn1r62,5626205
Vmn1r63,5757047
Vmn1r64,5836144
Vmn1r65,5962612
Nlrp4c,5996762
Zfp787,6107573
Zfp444,6124114
Galp,6148691
Zscan5b,6173879
Gm6792,6204311
Gm6792,6207523
Zfp667,6238181
Zfp583,6282036
Zfp78,6316014
Zfp28,6336027
Gm16532,6367885
Olfr1344,6392612
Olfr1336,6413221
Olfr1346,6426822
Olfr5,6433865
Olfr1347,6441583
Olfr1348,6454935
Olfr1349,6468138
Olfr1350,6522703
Zim1,6649143
Apeg3,6659470
Peg3,6683130
Usp29,6683451
Aurkc,6948095
5730403M16Rik,7074187
Zfp773,7089466
Zfp418,7124063
Zfp772,7162709
Vmn2r29,7200039
Vmn2r29,7231000
Clcn4-2,7252222
Vmn2r30,7290204
Vmn2r31,7352338
Vmn2r32,7432684
Vmn2r33,7519497
Vmn2r34,7642109
Vmn2r35,7772578
Vmn2r36,7855173
Vmn2r47,8246254
Vmn2r46,8317008
Vmn2r36,8557271
Vmn2r35,8639867
Vmn2r37,8954256
Vmn2r38,9080031
Vmn2r39,9147158
Vmn2r40,9246438
Vmn2r47,9352155
Vmn2r45,9638310
Vmn2r44,9744079
Vmn2r43,9866726
Vmn2r42,9927006
Vmn2r41,9965778
2810047C21Rik1,10034292
Vmn2r47,10092186
Vmn2r46,10355920
Vmn2r47,10426674
Vmn2r48,10538934
Vmn2r49,10577488
Vmn2r50,10638527
Vmn2r51,10691008
Vmn2r52,10761635
Vmn1r66,10860700
Vmn1r67,11032137
Zik1,11080730
Vmn1r68,11113518
Vmn1r69,11166836
Vmn1r70,11218935
Gm6900,11242323
Nlrp4b,11273141
Vmn1r71,11334887
Zscan4c,11591093
Zscan4d,11751497
Zscan4e,11896031
Zscan4f,11983263
Vmn1r72,12255868
Vmn1r73,12341605
Vmn1r74,12432123
Vmn1r75,12465691
Vmn1r76,12516634
Vmn1r77,12626647
Vmn1r78,12737812
V1rg10,12761541
Vmn1r80,12778313
Vmn1r81,12846028
Vmn1r82,12890153
Vmn1r83,12907477
Vmn1r84,12948113
Zfp551,13007840
Zfp606,13063653
2900092C05Rik,13097899
Vmn2r53,13191893
Vmn2r54,13221483
Vmn2r55,13270340
Vmn2r56,13318454
Zscan18,13361007
Zfp329,13404209
Zfp110,13420158
Zfp128,13466526
Zscan22,13483163
Rps5,13507659
2310014L17Rik,13512764
Zfp324,13551212
Zfp446,13563196
Slc27a5,13583541
Zbtb45,13595149
Trim28,13609500
Chmp2a,13620126
Ube2m,13623327
Ube2m,13623619
Mzf1,13640113
Vmn1r85,13670564
Vmn1r86,13688296
Vmn1r87,13717707
Vmn1r88,13763067
Vmn1r89,13804687
6330408A02Rik,13864070
Lig1,13864174
Lig1,13864613
Pla2g4c,13911015
Pla2g4c,13914670
Cabp5,13983503
Bsph1,14036189
9230107M04Rik,14156416
C730007P19Rik,14318888
C730007P19Rik,14422724
Sult2a1,14422759
Gm5584,14574937
Gm6957,14840182
2810007J24Rik,15031935
Vmn1r90,15208415
Gm4745,15245056
Obox2,15974199
Obox2,15974299
Obox1,16132605
Obox3,16225126
Obox5,16335718
Obox6,16425028
Crx,16457734
Crx,16465304
Crxos1,16481472
Egam-1c,16487010
Sepw1,16507720
Snord23,16524209
Gltscr2,16531457
Ehd2,16552884
Gltscr1,16584844
Zfp541,16657290
Napa,16683991
Kptn,16705224
Slc8a2,16715648
Meis3,16760728
Dhx34,16807381
Gpr77,16827680
Gpr77,16829503
C5ar1,16844687
C5ar1,16844889
Prr24,16859041
Ccdc9,16870008
Ccdc9,16872144
Bbc3,16894931
Sae1,16973134
Zc3h4,16986544
Tmem160,17038127
Npas1,17062129
Grlf1,17200342
Ceacam-ps1,17242827
Ceacam15,17261054
Ceacam9,17307277
Ap2s1,17323792
Slc1a5,17366694
Strn4,17401237
Fkrp,17402081
Prkd2,17428413
Dact3,17460665
Gng8,17477134
Ptgir,17491838
Calm3,17509381
Pnmal2,17530030
Pnmal1,17545143
Ccdc8,17579936
Ppp5c,17613263
Hif3a,17642028
Hif3a,17647776
Psg16,17659388
Psg29,17788825
Psg-ps1,18257661
Ceacam5,18298600
Ceacam14,18398030
Ceacam11,18557515
Ceacam13,18595237
Ceacam12,18651277
Igfl3,18761842
Mill1,18830695
Psg18,18940342
Psg18,18940356
Psg28,19017404
Psg26,19069498
Psg25,19117576
Psg27,19152654
Psg23,19201850
Psg21,19242074
Psg20,19271341
Psg22,19303438
Sycp1-ps1,19371650
Psg19,19383859
Psg17,19406940
Mill2,19425314
Pglyrp1,19470038
Ccdc61,19495753
Nova2,19511277
Nanos2,19572872
Mypop,19576593
Irf2bp1,19589413
Foxa3,19608888
Sympk,19609725
Rsph6a,19640035
Dmwd,19661548
Dmpk,19669343
Six5,19679892
Fbxo46,19705207
Qpctl,19734545
Snrpd2,19735186
Gipr,19751476
Eml2,19766518
Mir330,19766813
Gpr4,19797886
Opa3,19813737
Vasp,19857203
Ppm1n,19865398
Rtn2,19868015
Rtn2,19876447
Fosb,19895394
Ercc1,19930419
Cd3eap,19944832
Ppp1r13l,19946564
Ercc2,19967387
Mir343,19971991
Klc3,19985205
Ckm,19996442
Mark4,20043843
Bloc1s3,20093680
Trappc6a,20094077
Nkpd1,20104079
Lrrc68,20147747
Gemin7,20158692
Zfp296,20162635
Sfrs16,20189817
Relb,20214787
Clptm1,20250379
Apoc2,20262213
Apoc4,20266765
Apoc1,20277945
Apoc1,20278007
Apoe,20284515
Tomm40,20300778
Pvrl2,20334922
Bcam,20355881
Cblc,20382158
Bcl3,20408104
Ceacam16,20446648
Ceacam19,20473314
Pvr,20506492
2210010C17Rik,20536092
Ceacam20,20550760
Nlrp9b,20593371
Vmn1r91,20686506
Vmn1r93,20724437
Vmn1r142,20753726
Vmn1r95,20779058
Vmn1r118,20819177
Vmn1r-ps79,20944267
Vmn1r100,21003290
Vmn1r149,21027942
Vmn1r103,21095883
Vmn1r104,21119185
Vmn1r165,21254266
EG381936,21315960
Vmn1r157,21357946
Vmn1r137,21453935
Vmn1r111,21488235
EG381936,21515643
Vmn1r112,21556203
Vmn1r113,21572303
Vmn1r114,21597205
Vmn1r115,21630004
Vmn1r116,21657274
Vmn1r117,21669140
Vmn1r118,21697366
Vmn1r119,21797474
Vmn1r120,21838803
Vmn1r121,21883532
Vmn1r122,21919147
Vmn1r123,21947203
Vmn1r124,22045636
Vmn1r125,22057197
Vmn1r126,22086486
Vmn1r127,22104880
Vmn1r128,22134391
Vmn1r129,22146310
Vmn1r137,22296798
Vmn1r111,22331109
Vmn1r132,22397763
Vmn1r139,22399110
Vmn1r135,22617369
Gm5891,22706310
Vmn1r130,22779605
Vmn1r111,22813916
Vmn1r132,22880538
Vmn1r139,22881885
Vmn1r93,22919760
Vmn1r94,22949054
Vmn1r95,22974395
Vmn1r118,23014503
Vmn1r-ps79,23139574
Vmn1r148,23197249
Vmn1r100,23198601
Vmn1r149,23223248
Vmn1r151,23284697
Vmn1r104,23307985
Vmn1r130,23443036
EG381936,23504729
Vmn1r157,23546715
Vmn1r158,23575801
Vmn1r159,23628624
Vmn1r160,23656242
Vmn1r135,23840558
Gm5891,23929499
Vmn1r130,24002350
Vmn1r111,24036701
Nlrp4e,24086210
Nlrp5,24170915
Vmn1r167,24290608
Vmn1r168,24325738
Vmn1r169,24362203
Vmn1r170,24391193
Vmn1r171,24417006
Vmn1r172,24443334
Vmn1r173,24487360
Vmn1r174,24538929
Vmn1r175,24594219
Vmn1r176,24620745
Vmn1r177,24651468
Vmn1r178,24678547
Vmn1r179,24713404
Vmn1r180,24737405
Vmn1r181,24768979
V1rd18,24788109
V1rd19,24788129
Vmn1r183,24839792
Zfp180,24866962
Zfp112,24897338
Zfp235,24919181
Zfp114,24960063
Zfp111,24993168
Zfp109,25022617
Zfp108,25039812
Zfp93,25055436
Zfp61,25084568
Zfp94,25101623
1700008P20Rik,25118984
Lypd5,25134242
Kcnn4,25155281
1500002O20Rik,25184646
Irgc1,25230701
Plaur,25247518
Cadm4,25267041
Zfp428,25292105
Irgq,25315666
2310033E01Rik,25331024
Xrcc1,25332168
Ethe1,25372561
Zfp575,25372660
Phldb3,25396346
Lypd3,25421588
Gm4598,25446312
Tex101,25457069
BC049730,25494277
Gm4763,25509309
Cd177,25545330
Ceacam10,25562222
Lypd4,25654710
Dmrtc2,25655078
Rps19,25669732
Cd79a,25682529
Arhgef1,25688004
Arhgef1,25689364
Rabac1,25757747
Atp1a3,25790914
Grik5,25857388
Zfp574,25862223
Zfp574,25862264
Pou2f2,25917479
Dedd2,26004878
Zfp526,26006469
Gsk3a,26022870
Erf,26035777
Cic,26067197
Pafah1b3,26082974
Prr19,26086377
Tmem145,26091126
Megf8,26102182
Cnfn,26154743
Lipe,26175125
4732471J01Rik,26180432
Lipe,26181006
Cxcl17,26197905
Ceacam1,26262644
Ceacam2,26325023
Gm7092,26400911
Atp5sl,26404511
B3gnt8,26412642
Bckdha,26443780
Exosc5,26444171
Tmem91,26460185
B9d2,26466176
Tgfb1,26472020
Ccdc97,26504072
Hnrnpul1,26539720
Hnrnpul1,26539739
Axl,26573560
Cyp2s1,26601549
Cyp2b10,26682682
Cyp2b13,26846513
