CHROM,EPU start,EPU end,promoters inside the EPU
chr13,111185251,111249425,"111185251,"
chr13,111975300,112063150,"112045220,"
chr13,112280249,112288900,"112280249,"
chr13,112301300,112705300,"112476385,112599191,"
chr13,113093500,113320250,"113254277,"
chr13,113425950,113475700,"113442518,113450983,"
chr13,113522800,113641700,"113590999,113591130,"
chr13,113647400,113808700,"113717588,113718000,113778009,113784075,"
chr13,113813000,113827741,"113826190,113827626,113827741,"
chr13,113875175,113910900,"113891189,"
chr13,113971105,113974900,"113971105,"
chr13,113992800,114014500,"113999866,"
chr13,114257925,114412425,"114408772,"
chr13,114447650,114461200,"114453884,"
chr13,114577600,114662700,"114584715,"
chr13,115105600,115178302,"115178302,"
chr13,115210500,115314500,"115248938,"
chr13,115441800,115613900,"115608444,"
chr13,115635525,115722249,"115722249,"
chr13,115790300,116443300,"115880366,115892172,"
chr13,117037300,117232950,"117099896,"
chr13,117554000,117814323,"117814323,"
chr13,117971900,118049550,"118009379,"
chr13,119047600,119385100,"119176059,"
chr13,119392400,119547850,"119503505,"
chr13,120175900,120209475,"120197818,120197945,"
chr13,120222875,120266600,"120251565,"
chr13,120276845,120281100,"120276845,120277191,120277666,"
chr14,8636750,8883200,"8650470,8826696,8835415,"
chr14,8926900,8966450,"8930726,"
chr14,9005506,9019050,"9005506,"
chr14,9024550,9050975,"9046661,"
chr14,9076775,9127300,"9091353,9091533,"
chr14,9136000,9174575,"9142290,"
chr14,9178800,9223900,"9211277,"
chr14,9445450,9624300,"9498804,"
chr14,10484250,10845850,"10716608,"
chr14,11951900,12012200,"11994546,"
chr14,12386066,12738050,"12386066,"
chr14,13158000,13186500,"13178379,"
chr14,13383050,13708450,"13655593,"
chr14,14042150,14749800,"14117152,14117293,14286471,14503389,"
chr14,14933550,14953418,"14953418,"
chr14,15030350,15187800,"15160626,15179008,"
chr14,15465575,15622650,"15535538,"
chr14,16155450,16357550,"16271501,"
chr14,17072300,17152700,"17081827,17082322,"
chr14,17197719,17573800,"17197719,17407724,"
chr14,18456100,18806750,"18493473,"
chr14,18814157,18881900,"18814157,"
chr14,19036250,19071620,"19071620,"
chr14,19131800,19168725,"19164358,"
chr14,19650200,19816300,"19726141,"
chr14,20547600,20629300,"20570478,"
chr14,20638000,20656000,"20643045,"
chr14,20796471,20830500,"20796471,"
chr14,20895200,21110500,"20902394,21001004,21088384,"
chr14,21159775,21223450,"21167343,21167383,21167443,21208132,21212777,"
chr14,21261500,21271447,"21271447,"
chr14,21295125,21316123,"21299355,21316123,"
chr14,21416000,21446400,"21437576,"
chr14,21468300,21475762,"21475762,"
chr14,21487528,21501500,"21487528,21493542,"
chr14,21504250,21514189,"21514189,"
chr14,21526773,21544350,"21526773,"
chr14,21553784,21971975,"21553784,21613310,21655883,21748654,21871664,21871854,"
chr14,22319075,22412000,"22319075,"
chr14,22540600,22567844,"22562101,22567844,"
chr14,22574100,22723575,"22650782,22668132,"
chr14,22764200,22842800,"22808823,22838933,"
chr14,23814900,23979650,"23913793,"
chr14,24486700,24823427,"24823427,"
chr14,24943450,25156100,"25065142,25112585,"
chr14,25301800,25309902,"25306268,25309902,"
chr14,26257700,26465000,"26278777,26406289,"
chr14,26505825,26513655,"26513655,"
chr14,26520768,26651700,"26520768,26526759,26588342,"
chr14,26661640,26681550,"26661640,"
chr14,27239600,27367500,"27353226,"
chr14,27443600,27571900,"27457682,27489332,"
chr14,27737300,27826850,"27783737,27813547,"
chr14,27852186,27886750,"27852186,"
chr14,28018900,28095600,"28051224,"
chr14,28313125,28321646,"28321646,"
chr14,28435627,28545575,"28435627,"
chr14,29248100,29452400,"29318658,"
chr14,29831393,29896600,"29831393,"
chr14,30097200,30535050,"30535050,"
chr14,30757000,30791522,"30781565,30791522,"
chr14,30800250,31170500,"30822082,30822185,30834488,30835818,31166672,"
chr14,31292750,31311450,"31292750,31304342,"
chr14,31373200,31467560,"31423498,31467560,"
chr14,31634375,31646700,"31638779,"
chr14,31665500,31764673,"31692442,31699677,31736773,31756475,31764673,"
chr14,31821375,31952425,"31827537,31829458,31832275,31832323,31942116,31948038,"
chr14,31964100,32149909,"31981827,32020012,32021497,32031058,32064404,32064674,32137082,32149909,"
chr14,32187200,32249219,"32249219,"
chr14,32295500,32427600,"32308163,32308264,32390569,"
chr14,32441600,32468500,"32454151,32454242,"
chr14,32604400,32643601,"32643601,"
chr14,32849450,33015156,"32898851,32898913,32955208,32973077,32978977,33015077,33015156,"
chr14,33118500,33290300,"33135204,33201559,33278036,33279095,"
chr14,33326706,33358250,"33326706,"
chr14,33403600,33529650,"33413112,"
chr14,33561100,33599148,"33599148,"
chr14,33639750,33797750,"33647147,33669941,"
chr14,33804567,33832600,"33804567,"
chr14,33957600,34137500,"33998252,34030008,"
chr14,34260344,34301025,"34260344,"
chr14,34395300,34402455,"34402455,"
chr14,34720800,34759400,"34736772,34754224,"
chr14,34779350,34840550,"34791950,"
chr14,34845200,34854263,"34854263,"
chr14,34858900,34969500,"34866655,34899175,34965605,"
chr14,35002600,35114500,"35014819,35033231,"
chr14,35123689,35193150,"35123689,35123912,35158240,35168579,35187855,35188689,"
chr14,35216850,35413328,"35315732,35401793,35401867,35413328,"
chr14,35461900,35576375,"35487113,"
chr14,35581950,35908425,"35633321,35707794,"
chr14,36625164,36913250,"36625164,36908150,"
chr14,37697125,37816500,"37748754,37781950,"
chr14,37841200,37918800,"37862150,37868015,37881234,37911497,"
chr14,39360850,40435600,"40286376,"
chr14,41678025,41847100,"41706254,41780096,41827064,"
chr14,41910000,41941600,"41918669,"
chr14,41945076,41954350,"41945076,"
chr14,41960900,41998487,"41964744,41998487,"
chr14,42012200,44835100,"44026344,44185678,44397304,44501033,44534733,44540145,44579934,44680318,44680551,44749036,"
chr14,45119792,45463275,"45119792,45344662,"
chr14,45467150,45479050,"45479050,"
chr14,45604400,45751300,"45607785,"
chr14,45832200,45839391,"45839069,45839391,"
chr14,45905300,46008471,"45938202,45949498,45970860,46008471,"
chr14,46037850,46220475,"46149740,"
chr14,46254100,46305400,"46277818,"
chr14,46687500,46709050,"46703701,"
chr14,46992400,47061300,"46999141,47010274,"
chr14,47225050,47389600,"47380215,"
chr14,47402525,47408032,"47408032,"
chr14,47413450,47468050,"47441917,47451918,"
chr14,47473400,47730650,"47502639,47621014,"
chr14,47763400,47862900,"47809077,"
chr14,47885700,48077200,"47896532,47896817,47917988,47993534,48038082,"
chr14,48084975,48188109,"48092235,48188109,"
chr14,48253725,48339450,"48283430,"
chr14,48726400,48894300,"48740543,48818390,"
chr14,49037550,49066026,"49066026,"
chr14,49235975,49371350,"49282547,49288962,"
chr14,49775400,49791901,"49791901,"
chr14,49807300,49878500,"49865103,"
chr14,50296500,50423950,"50403042,"
chr14,50440300,50655175,"50521616,50549243,50580771,50655175,"
chr14,50704354,51363999,"50704354,50746227,50760312,50768547,50806893,50858558,50901946,50919005,50940508,50966115,50980176,51012432,51033220,51044195,51072728,51092731,51134795,51153088,51237898,51261869,51272913,51301320,51330006,51363999,"
chr14,51378400,51415450,"51405193,51415403,"
chr14,51427121,51480050,"51427121,51427267,51427620,"
chr14,51483200,51495300,"51490229,"
chr14,51512450,51523950,"51512930,"
chr14,51550524,51760800,"51550524,51563977,51575815,51627425,51627603,51661542,51669770,51676895,51691117,51710751,51715674,51736227,51748742,"
chr14,51781934,51823369,"51781934,51815598,51823364,51823369,"
chr14,51875787,51908900,"51875787,"
chr14,52071636,52336807,"52071636,52071637,52172464,52336807,"
chr14,52393265,52466500,"52393265,52419720,"
chr14,52504516,52523000,"52504516,52513284,"
chr14,52538435,52560700,"52538435,52542448,"
chr14,52579850,52628700,"52604507,"
chr14,52636539,52659250,"52636539,52640408,52655784,"
chr14,52678900,52744150,"52688989,52723703,52730577,"
chr14,52784100,52948345,"52816914,52829559,52857247,52898820,52899070,52924799,52948345,"
chr14,52959050,53010446,"52969719,52992726,53010446,"
chr14,53030602,53115370,"53030602,53070067,53087136,53110721,53115370,"
chr14,54700200,54873604,"54873604,"
chr14,54878971,54972200,"54878971,54902600,"
chr14,54987300,55173198,"55036536,55045745,55050440,55082983,55094936,55136307,55173198,"
chr14,55178000,55283850,"55196253,55224745,55235622,55236832,55244146,55260201,55272522,55272538,"
chr14,55291275,55433500,"55305007,55305768,55331011,55400723,"
chr14,55479327,55502261,"55479327,55482995,55496375,55502261,"
chr14,55506600,55634290,"55512979,55531969,55545625,55551607,55555306,55567979,55585444,55587623,55594613,55613386,55634290,"
chr14,55649000,55719950,"55691927,55710885,55713620,"
chr14,55729950,55758650,"55734274,55735115,"
chr14,56077150,56139500,"56097594,56109929,56129284,56130196,"
chr14,56143028,56155400,"56143028,56143802,"
chr14,56159102,56170200,"56159102,"
chr14,56173700,56210626,"56178868,56194510,56197330,56204091,56209858,56209938,56210626,"
chr14,56215200,56247900,"56222821,56223415,56237006,"
chr14,56269018,56300654,"56269018,56269128,56279345,56290743,56291071,56300654,"
chr14,56317400,56377261,"56331925,56332329,56341013,56364521,56364529,56377261,"
chr14,56384798,56552550,"56384798,56402856,56407694,56443631,56472951,56503093,56503805,56519069,"
chr14,56571208,56922600,"56571208,56590264,56630317,56636800,56649332,56660959,56681147,56704034,56721411,56739462,56751430,56778416,56793433,56830244,56853493,56881097,"
chr14,57177100,57190683,"57190683,"
chr14,57194455,57206800,"57194455,"
chr14,57287084,57308700,"57287084,"
chr14,57328400,57506630,"57397153,57430553,57506630,"
chr14,57588600,57690075,"57676782,"
chr14,57704050,57764900,"57723539,57744058,57752414,"
chr14,57917325,58022450,"58017320,"
chr14,58108150,58241700,"58143665,58190406,"
chr14,58311325,58410200,"58353255,58364960,"
chr14,58417025,58505650,"58417025,58417054,58445000,58445075,"
chr14,58509099,58519600,"58509099,"
chr14,58691522,58732100,"58691522,"
chr14,59723000,59761730,"59761730,"
chr14,59805000,59844800,"59820064,"
chr14,59850700,59984327,"59879053,59916359,59960167,59984327,"
chr14,59998500,60028200,"60012349,"
chr14,60037600,60143225,"60059714,60059817,"
chr14,60151575,60221400,"60216796,"
chr14,60226600,60277200,"60244117,"
chr14,60668700,60811400,"60705671,"
chr14,60833000,60857300,"60847752,"
chr14,60884064,60912800,"60884064,"
chr14,60980150,61048900,"60997122,"
chr14,61253565,61332000,"61253565,"
chr14,61382400,61386970,"61386970,"
chr14,61396350,61416225,"61403402,"
chr14,61536250,61665692,"61656824,61665692,"
chr14,61757293,61800600,"61757293,"
chr14,61870050,61894000,"61877327,"
chr14,61908600,61974225,"61928589,"
chr14,61979282,62051950,"61979282,"
chr14,62208600,62218348,"62217062,62218348,"
chr14,62226293,62310500,"62226293,62226318,62250809,62250947,62301210,"
chr14,62911798,62946250,"62911798,"
chr14,62950941,62972350,"62950941,"
chr14,63065300,63075126,"63075126,"
chr14,63456526,63540300,"63456526,"
chr14,63603347,63665827,"63603347,63616913,63630607,63656683,63665827,"
chr14,63722650,63801850,"63741301,63796630,"
chr14,63819025,64205450,"63864097,64036024,64055230,64127929,64162790,"
chr14,64225366,64479148,"64225366,64346025,64479148,"
chr14,64562542,64582775,"64562542,"
chr14,64601950,64606617,"64606617,"
chr14,64611267,64635300,"64611267,"
chr14,64638700,64704226,"64704226,"
chr14,64744300,65078650,"65074740,"
chr14,65172100,65242175,"65209493,"
chr14,65247150,65350900,"65271367,"
chr14,65820250,65904700,"65881300,65885537,"
chr14,65950600,66007500,"65977512,"
chr14,66036000,66099250,"66044046,"
chr14,66258200,66331050,"66285239,"
chr14,66414300,66474350,"66424747,66452806,66456138,"
chr14,66572581,66642100,"66572581,66587319,66628047,"
chr14,66647100,66755750,"66696570,66743337,"
chr14,66765900,66899889,"66832389,66899889,"
chr14,66915861,66980200,"66915861,66963211,"
chr14,67254094,67385300,"67254094,"
chr14,67410750,67526700,"67487437,67487686,"
chr14,67530044,67540000,"67530044,"
chr14,67627714,67732125,"67627714,67691266,"
chr14,67821750,68088700,"67852128,67933548,"
chr14,68329800,68367850,"68333667,68333898,68334154,68363285,"
chr14,68467200,68591325,"68551629,"
chr14,68743061,68773700,"68743061,"
chr14,69083400,69260300,"69151746,69200129,"
chr14,69265300,69311600,"69273899,"
chr14,69600800,69652050,"69647345,"
chr14,69740950,69973625,"69790075,69808748,69903160,69912356,69955207,"
chr14,70004175,70111000,"70009282,70107387,"
chr14,70119500,70132377,"70132377,"
chr14,70141375,70171600,"70167278,"
chr14,70183900,70234875,"70205352,"
chr14,70331950,70482100,"70477251,"
chr14,70486850,70643400,"70499951,70553598,70559309,70577479,70607444,"
chr14,70646900,70689256,"70689256,"
chr14,70698800,70772100,"70748240,70751231,"
chr14,70810900,70828901,"70828901,"
chr14,70836700,70843316,"70843034,70843278,70843316,"
chr14,70857323,70904450,"70857323,"
chr14,70914900,70920067,"70920067,"
chr14,70923888,71045900,"70923888,70930627,70945429,70953862,70977653,70999642,71029961,71042075,"
chr14,71052891,71058875,"71052891,"
chr14,71089200,71166435,"71166435,"
chr14,71174187,71208600,"71174187,"
chr14,71238150,71433250,"71289936,"
chr14,72954850,73158900,"73109810,"
chr14,73414300,73498050,"73425409,73448921,"
chr14,73506250,73598550,"73542316,73542591,"
chr14,73604400,73657450,"73606658,73637697,"
chr14,73671400,73813500,"73725598,73785078,"
chr14,73902550,73975900,"73909855,73948049,73952592,"
chr14,75040646,75059275,"75040646,"
chr14,75107200,75140850,"75132151,"
chr14,75257100,75347684,"75347684,"
chr14,75356400,75656800,"75415833,75530690,75536231,75642093,"
chr14,75684179,75718850,"75684179,"
chr14,75767350,76022400,"75855788,75991792,75992923,"
chr14,76158400,76241775,"76186844,"
chr14,76247729,76269225,"76247729,76248105,"
chr14,76312550,76385200,"76354809,"
chr14,76483300,76522650,"76510622,76510697,"
chr14,76815627,76993750,"76815627,76888242,76904316,76956494,76956696,"
chr14,77062200,77133150,"77077374,"
chr14,77408350,77481250,"77436424,77436578,"
chr14,77556622,77792800,"77556622,"
chr14,77885200,77906675,"77906675,"
chr14,78171700,78207900,"78198775,"
chr14,78209600,78337600,"78274724,78304045,"
chr14,78452450,78510600,"78488814,"
chr14,78675400,78747600,"78707850,"
chr14,78898850,78936667,"78936667,"
chr14,79111500,79124896,"79124896,"
chr14,79224150,79269800,"79248984,"
chr14,79631700,79840350,"79647174,79701442,79790475,79797578,79826317,"
chr14,79845500,79851641,"79851641,"
chr14,79855000,79967900,"79881000,79881075,"
chr14,79987497,79996400,"79987497,"
chr14,80116600,80193000,"80138237,80171119,"
chr14,80214400,80685300,"80268983,80400108,"
chr14,84480600,85087300,"84843369,84876231,"
chr14,87537500,87545750,"87540921,"
chr14,87769400,87855600,"87816389,"
chr14,88737500,92984200,"88871203,90296030,"
chr14,94070200,94362000,"94287951,"
chr14,96265300,96918253,"96280484,96918253,"
chr14,97959150,98903700,"98568762,"
chr14,99445355,99498989,"99445355,99445595,99498651,99498989,"
chr14,99644350,99724100,"99697909,"
chr14,101986475,102021550,"102008408,"
chr14,102059950,102372500,"102129144,"
chr14,103352050,103394400,"103381854,"
chr14,103406650,103446228,"103446228,"
chr14,103452500,103502100,"103469432,103498726,"
chr14,103511850,103791800,"103746017,"
chr14,103889200,103912557,"103912557,"
chr14,104007200,104108700,"104049459,"
chr14,104158700,104377800,"104242913,104243390,"
chr14,104867216,104872375,"104867216,"
chr14,104911750,105012400,"104921883,"
chr14,105038363,105097100,"105038363,"
chr14,105658020,105687450,"105658020,"
chr14,106290950,106340075,"106296036,"
chr14,109310200,109313456,"109313456,"
chr14,112074336,113003600,"112074336,"
chr14,115433150,115477150,"115442892,115443072,115443221,115443378,115443526,115443611,115443648,"
chr14,117270900,117667300,"117324536,"
chr14,118418700,118461400,"118451468,"
chr14,118518000,118561700,"118531987,118536348,"
chr14,118568800,118674200,"118636252,118666379,"
chr14,119037650,119215800,"119076153,119105441,119187092,"
chr14,119220650,119277425,"119254171,"
chr14,119289900,119322389,"119322389,"
chr14,119329850,119364900,"119337153,"
chr14,119479600,119531900,"119498656,"
chr14,120674890,120833775,"120674890,"
chr14,120868750,120909900,"120877682,"
chr14,121277400,121394775,"121310415,"
chr14,121405000,121715500,"121434795,"
chr14,121753600,121778452,"121778452,"
chr14,121862100,121907900,"121904476,"
chr14,122045450,122121225,"122097639,"
chr14,122138151,122224700,"122138151,122196956,"
chr14,122229800,122427050,"122277827,122314996,122364415,"
chr14,122491600,122616400,"122506196,122506303,122580915,"
chr14,122625825,122747850,"122632860,"
chr14,122758175,122889750,"122850337,122850368,122864880,122874605,"
chr14,122910375,122959550,"122933549,"
chr14,123202900,123319875,"123312387,"
chr14,123345100,123382483,"123382483,"
chr14,123609600,124026366,"124026366,"
chr14,124618650,125171400,"125076349,"
chr15,3171900,3971200,"3220766,3220810,3220976,3253526,3421487,3533230,3929573,3945752,"
chr15,3976427,4170350,"3976427,3977406,"
chr15,4510050,4848736,"4677209,4848736,"
chr15,5047500,5150950,"5058533,5066612,5068420,5093860,5135559,"
chr15,5170800,5198000,"5193682,5193831,"
chr15,5626225,6290750,"6249788,"
chr15,6319875,6375400,"6336747,"
chr15,6383150,6399150,"6395332,"
chr15,6450150,6584450,"6529870,"
chr15,6790600,6831225,"6824313,"
chr15,7037100,7115500,"7079571,7090541,"
chr15,7281200,7348304,"7348304,"
chr15,7753950,7788750,"7761010,"
chr15,7988800,8198650,"8049209,8059312,8119105,"
chr15,8281800,8411100,"8394463,"
chr15,8643450,8684100,"8660807,"
chr15,8918118,8929600,"8918118,"
chr15,8991500,9027900,"9001008,"
chr15,9053675,9070325,"9070207,9070325,"
chr15,9119300,9379600,"9209583,9265352,9365782,"
chr15,9382950,9698300,"9459631,9678561,"
chr15,10111700,10329900,"10288333,"
chr15,10352150,10400271,"10400271,"
chr15,10415692,10455650,"10415692,10415788,"
chr15,10488423,10508100,"10488423,"
chr15,10513350,10680700,"10530047,10643295,10644386,"
chr15,10870675,10887200,"10882110,"
chr15,10904650,10920600,"10911510,"
chr15,10926100,10941225,"10930475,"
chr15,10967723,10987900,"10967723,"
chr15,10994544,11209775,"10994544,"
chr15,11325000,11492600,"11329413,"
chr15,11801600,11844100,"11835429,"
chr15,11906550,11964300,"11925762,"
chr15,12033925,12110950,"12047605,"
chr15,12126050,12134848,"12134848,"
chr15,12251250,12284825,"12251250,"
chr15,12517150,12786650,"12522311,12754412,12754569,"
chr15,13055500,13103394,"13103394,"
chr15,16178500,19375900,"16707855,18750083,"
chr15,19393700,21335250,"20596505,21041206,"
chr15,21976600,22950800,"22644739,"
chr15,25223600,25347900,"25343519,25343946,"
chr15,25497875,25590800,"25552304,"
chr15,25732250,25905500,"25773018,25870641,"
chr15,25914120,25923150,"25914120,"
chr15,26082500,26278300,"26238826,"
chr15,26494150,26898600,"26825319,"
chr15,27169200,27184400,"27175876,"
chr15,27396431,27717600,"27396431,27560448,27611253,"
chr15,27756025,27981300,"27955603,"
chr15,28111200,28133520,"28133520,"
chr15,30102347,30616000,"30102347,"
chr15,31149400,31212675,"31154139,"
chr15,31230400,31324800,"31297514,"
chr15,31460792,31465925,"31460792,"
chr15,31473375,31528050,"31498666,"
chr15,32093500,32124500,"32107043,"
chr15,32148150,32276825,"32174567,32176483,"
chr15,32850477,33689600,"32850477,33012883,33335694,33617638,"
chr15,34167780,34211025,"34167780,"
chr15,34222000,34279150,"34236435,"
chr15,34299900,34378500,"34372980,34372988,34373031,"
chr15,34389300,34459300,"34425001,34425065,"
chr15,34581000,34614850,"34608461,"
chr15,34751000,34829675,"34767135,"
chr15,34876100,35088700,"35085561,"
chr15,35197250,35238200,"35225866,"
chr15,35424575,35594000,"35590802,"
chr15,35853650,35868001,"35868001,"
chr15,36212902,36225550,"36212902,"
chr15,36372125,36439000,"36426546,"
chr15,36450900,36493400,"36485327,"
chr15,36501400,36544500,"36538728,"
chr15,36698450,36736700,"36724293,"
chr15,36894075,36956350,"36937157,"
chr15,37066000,37261100,"37162790,"
chr15,37294200,37472800,"37389137,"
chr15,37691500,37722183,"37721755,37722183,"
chr15,37855500,37902350,"37890810,"
chr15,37938950,38008608,"38008608,"
chr15,38142900,38258200,"38148957,38230462,"
chr15,38591658,38613025,"38591658,"
chr15,38657575,38785200,"38765454,"
chr15,38818950,38863450,"38837825,38837878,"
chr15,38911900,38992700,"38944262,38944419,"
chr15,39019300,39600100,"39029877,39577477,"
chr15,39626900,39699975,"39689016,"
chr15,39745600,39781100,"39775303,"
chr15,40486587,40840300,"40486587,"
chr15,41156925,41517300,"41279027,"
chr15,41594350,41768400,"41620579,41621060,41662503,41701266,"
chr15,42178300,42899600,"42508341,"
chr15,42910500,43054500,"43002364,"
chr15,43104750,43701575,"43114282,43308774,43701575,"
chr15,44253500,44467500,"44259656,44259853,44289098,44451186,"
chr15,44504750,44700500,"44584004,44619609,"
chr15,44712973,44946480,"44712973,44946480,"
chr15,50417100,50829000,"50721587,"
chr15,51708986,51730950,"51708986,"
chr15,51783400,51876200,"51823306,51871652,"
chr15,51988700,52312500,"52127107,"
chr15,52421050,52900025,"52543999,"
chr15,53551150,53830100,"53733991,"
chr15,53902350,54447650,"54110039,54242328,54402920,"
chr15,54451900,54599250,"54577482,"
chr15,54922033,54929700,"54922033,"
chr15,54938600,54985925,"54944037,54964990,"
chr15,55123050,55165150,"55139304,"
chr15,55382350,55442300,"55388867,55388962,"
chr15,55461400,55898950,"55738504,"
chr15,56521498,56803500,"56521498,56526101,"
chr15,57074700,57309180,"57309180,"
chr15,57526221,57616100,"57526221,"
chr15,57713650,57768425,"57723973,57743753,"
chr15,57782750,57849950,"57817457,"
chr15,57921100,57988400,"57966637,57972990,"
chr15,58003250,58046433,"58046433,"
chr15,58132500,58160050,"58155724,"
chr15,58207000,58264475,"58220829,58247022,"
chr15,58684275,58797925,"58704203,58720783,58765285,58765364,"
chr15,58808650,58980350,"58913581,"
chr15,59079450,59150550,"59146646,"
chr15,59157200,59330150,"59205707,59205752,"
chr15,59470300,59565500,"59480208,"
chr15,60593800,60684700,"60654519,60656635,"
chr15,61781000,62047750,"61816895,61869541,"
chr15,63600950,63746015,"63640294,63676731,63678863,63710113,63743852,63746015,"
chr15,63836475,63967700,"63892010,"
chr15,63988250,64253200,"64214481,"
chr15,64543150,64753858,"64753858,"
chr15,65410900,65642725,"65618602,"
chr15,65740615,65929500,"65740615,65808366,"
chr15,65933850,66285500,"66117786,"
chr15,66301000,66345825,"66332472,"
chr15,66354500,66399600,"66392608,"
chr15,66424425,66505500,"66502331,"
chr15,66585000,66692200,"66644155,66663391,"
chr15,66701200,66751300,"66722954,"
chr15,66756000,66926850,"66801203,"
chr15,66947250,67049850,"67008444,"
chr15,68081425,68090418,"68090418,"
chr15,68106300,68393700,"68169072,68172851,"
chr15,68641425,68938900,"68758849,"
chr15,71836450,71907800,"71864657,"
chr15,72207750,72445600,"72376709,"
chr15,72582550,72646550,"72640754,"
chr15,72882575,73015377,"72886242,72891634,72920841,73015377,"
chr15,73095150,73299200,"73253621,"
chr15,73308100,73359100,"73342989,"
chr15,73374900,74163500,"73426956,73455174,73537935,73553574,73555359,73578455,73670101,"
chr15,74210500,74558456,"74346625,74466748,74476178,74503000,74539590,74539752,74545268,74551663,74558456,"
chr15,74564743,74666200,"74564743,74577117,74583409,74593997,74609289,74630398,74649245,74649505,"
chr15,74681200,75071050,"74686748,74712134,74785480,74785500,74785535,74813860,74828318,74879260,74942379,"
chr15,75098850,75337700,"75098850,75262259,"
chr15,75376200,75417875,"75397078,75397286,75397612,"
chr15,75423050,75443900,"75427087,"
chr15,75447114,75477800,"75447114,"
chr15,75489450,75747700,"75509220,75534717,75578352,75672338,75692768,75724911,75739770,75740164,"
chr15,75756000,75760160,"75760160,"
chr15,75771381,75806800,"75771381,75799614,"
chr15,75817050,75911376,"75824198,75839928,75844766,75900160,75911300,75911376,"
chr15,75920443,76130350,"75920443,75950625,75956986,76026140,76028639,76029836,76030265,76031037,76036751,76038683,76039083,76039595,76059927,76061808,76073870,76077236,76098518,"
chr15,76157826,76170525,"76157826,76157963,76161723,"
chr15,76177650,76307874,"76181540,76181723,76199327,76205368,76210942,76220460,76287867,76307699,76307874,"
chr15,76312600,76428350,"76342248,76352559,76369176,76369372,76406788,"
chr15,76438021,76511100,"76438021,76447282,76456457,76470359,76490491,76490538,76491070,76500303,76502109,"
chr15,76540906,76552603,"76540906,76541169,76552603,"
chr15,76559050,76662850,"76648600,"
chr15,76701865,76734500,"76701865,76709705,76730370,76734500,"
chr15,76741800,76771600,"76755878,"
chr15,76778973,76782825,"76778973,"
chr15,76824100,77149400,"76853157,76853217,76875504,76875705,76881098,76984242,77137483,"
chr15,77207400,77529318,"77229540,77241464,77241510,77277890,77307476,77338700,77363745,77426555,77449397,77473716,77529318,"
chr15,77537800,77580000,"77559501,77559550,"
chr15,77593150,77754600,"77672545,"
chr15,77759424,78070800,"77759424,77787152,77801254,77949710,78004538,78034586,"
chr15,78075240,78360047,"78075240,78136033,78156419,78219199,78226342,78236289,78237141,78237230,78237533,78259057,78299064,78325496,78360047,"
chr15,78368200,78378975,"78374775,"
chr15,78384750,78692925,"78403213,78427476,78548543,78603875,78633472,78673076,78685959,"
chr15,78702950,78829975,"78707619,78730215,78744348,78757154,78765362,78778153,78813485,"
chr15,78868000,78922250,"78872314,78893289,78905652,"
chr15,78939412,79012200,"78939412,78971681,78971796,78994920,78996495,"
chr15,79023800,79073825,"79059603,79059811,"
chr15,79077750,79138750,"79085178,79115939,"
chr15,79144250,79233733,"79158598,79178107,79233733,"
chr15,79253000,79353900,"79272487,79335671,79346837,"
chr15,79358700,79382800,"79363347,79376989,79377171,"
chr15,79435514,79677450,"79435514,79489386,79489656,79501297,79518302,79521325,79572960,79604897,79635139,79664763,"
chr15,79683250,79801200,"79722837,79723568,79763076,"
chr15,79834050,79903775,"79845238,"
chr15,79909009,79963583,"79909009,79913336,79913836,79921763,79963583,"
chr15,79993450,80058700,"80004150,"
chr15,80064509,80080850,"80064509,"
chr15,80090050,80254500,"80094736,80117667,"
chr15,80284000,80533550,"80390900,80453912,80502276,"
chr15,80541742,80586700,"80541742,"
chr15,80595425,80717050,"80629039,"
chr15,80760525,80797100,"80778948,"
chr15,80808194,80872050,"80808194,"
chr15,80880250,81029450,"80935449,81021187,81021282,"
chr15,81042450,81074100,"81065928,"
chr15,81171700,81262900,"81191195,81230124,81230617,81238703,"
chr15,81281100,81296745,"81296745,"
chr15,81494365,81500300,"81494365,"
chr15,81520900,81565400,"81527717,81560349,"
chr15,81628350,81688756,"81633102,81641843,81688756,"
chr15,81702322,81726750,"81702322,81702892,"
chr15,81733600,82121000,"81756643,81767188,81791297,81810974,81846570,81846798,81878028,81889580,81900546,81958351,81977698,82028551,82054766,82074766,82075177,82105364,"
chr15,82129413,82162450,"82129413,"
chr15,82169256,82413300,"82169256,82171608,82176475,82184721,82210690,82224452,82237624,82282806,82385527,"
chr15,82472475,82634800,"82472475,82520488,82594552,82624675,"
chr15,82693975,82728891,"82728891,"
chr15,82736300,82919700,"82742564,82853568,"
chr15,82948950,83002638,"82953231,82979766,82980074,83002638,"
chr15,83006350,83137300,"83082161,83082204,"
chr15,83144800,83425587,"83180677,83197727,83263280,83295036,83341337,83357291,83386141,83394002,83425587,"
chr15,83432800,83936184,"83555451,83610452,83749803,83766525,83895779,83936184,"
chr15,83943300,84054850,"83953605,83998245,84022662,"
chr15,84062472,84097400,"84062472,"
chr15,84104000,84474100,"84155149,84156548,84277527,84388253,"
chr15,84481500,84830550,"84511427,84550481,84550508,84686559,84753857,84818401,"
chr15,84836800,84881000,"84847570,84867491,"
chr15,84962387,85137000,"84962387,84962528,85036437,"
chr15,85142150,85419500,"85166810,85408500,85411159,85412251,"
chr15,85456300,85611300,"85537032,85537748,85565993,85566205,"
chr15,85615900,85658450,"85642127,85652163,"
