Chromosome;Start;End;Name;Length;Strand;Half-life (h);k (cpm/h);stderror Half-life;stderror k;Rsquare
chr6;124913674;124913942;Ptms;268;-;5.894858152;0.117585048;2.039527769;0.062204259;0.767310185
chr7;44863064;44863317;Ptov1;253;-;6.338776044;0.109350319;1.849922066;0.045064858;0.80885939
chr1;30940302;30940552;Ptp4a1;250;-;4.117368286;0.168347141;1.48973485;0.095444288;0.694733271
chr1;30941582;30942056;Ptp4a1;474;-;2.841110908;0.243970476;0.468660365;0.048194595;0.942797778
chr2;90910712;90910963;Ptpmt1;251;-;3.2722955;0.211822918;0.901663354;0.080566259;0.828911332
chr5;121130532;121130791;Ptpn11;259;-;2.891391127;0.23972792;0.566042154;0.058355159;0.89502023
chr5;20986644;20986895;Ptpn12;251;-;3.705644092;0.187051741;1.369986296;0.109715697;0.725155439
chr18;67665498;67665764;Ptpn2;266;-;2.701954582;0.256535467;0.770090472;0.102261602;0.745448224
chr9;110385083;110385338;Ptpn23;255;-;5.658634498;0.122493718;2.597396499;0.103933361;0.611439792
chr4;118208212;118208480;Ptprf;268;-;7.763933433;0.089277837;2.906236907;0.05341267;0.812770649
chr11;100956733;100956986;Ptrf;253;-;8.415914159;0.082361484;3.566452223;0.060571317;0.747674945
chr11;43420247;43420522;Pttg1;275;-;5.742672278;0.120701156;1.220961871;0.032591983;0.925037918
chr15;76070181;76070436;Puf60;255;-;3.575506212;0.193859873;0.614067995;0.040197747;0.933852766
chr19;27390053;27390305;Pum3;252;-;3.82088202;0.181410255;0.69604908;0.040408701;0.926142711
chr11;6467598;6467855;Purb;257;-;1.92553182;0.359977007;0.288409237;0.063416567;0.946060381
chr5;110773666;110773916;Pus1;250;-;4.30206449;0.161119663;1.762241756;0.111791974;0.665479021
chr10;78170907;78171159;Pwp2;252;-;2.755791855;0.251523779;0.568847463;0.065424006;0.896098712
chr10;78171596;78171846;Pwp2;250;-;3.743782152;0.185146238;1.211490528;0.088577047;0.774671349
chr15;75916462;75916724;Pycrl;262;-;3.39206605;0.204343657;0.904466156;0.074297286;0.798969799
chr6;57689345;57689598;Pyurf;253;-;5.87264848;0.118029741;2.137982929;0.067568452;0.636511432
chr5;45434031;45434297;Qdpr;266;-;8.286332822;0.08364945;2.578641617;0.037791454;0.882723036
chr17;10206470;10206810;Qk;340;-;3.209779489;0.215948536;0.52120358;0.041863482;0.939451452
chr17;10210179;10210436;Qk;257;-;3.411984873;0.203150719;1.139685066;0.101891414;0.731843255
chr1;155778154;155778412;Qsox1;258;-;2.704462103;0.256297613;0.68866564;0.08756011;0.798381585
chr2;26209123;26209380;Qsox2;257;-;1.796738919;0.38578069;0.380022757;0.103482579;0.880095798
chr16;43861412;43861662;Qtrtd1;250;-;3.172305453;0.218499508;1.098904022;0.115804872;0.676664607
chr14;69697303;69697557;R3hcc1;254;-;4.060448114;0.170707065;1.433728396;0.093176126;0.686605187
chr10;79910049;79910302;R3hdm4;253;-;5.016560611;0.138171794;1.433552915;0.055282208;0.764638694
chr12;3247427;3247721;Rab10;294;-;3.510999228;0.197421627;0.977503317;0.076171544;0.817745379
chr12;3249703;3249953;Rab10;250;-;2.476557814;0.279883303;0.63979129;0.097490289;0.79519727
chr9;64716604;64717019;Rab11a;415;-;5.688603629;0.121848388;1.64555458;0.049593307;0.813300275
chr17;33746597;33746855;Rab11b;258;-;3.689066478;0.187892299;0.699771304;0.043984161;0.914009264
chr17;66494511;66494768;Rab12;257;-;4.017626442;0.172526538;1.254255681;0.078307404;0.798249054
chr2;35180204;35180456;Rab14;252;-;2.367045957;0.29283216;0.439081162;0.066690577;0.915418481
chr2;35181978;35182228;Rab14;250;-;3.91150864;0.17720712;0.999883891;0.06085487;0.871677388
chr19;5099206;5099456;Rab1b;250;-;5.728195523;0.121006201;2.078521104;0.068914077;0.649407934
chr13;55319879;55320133;Rab24;254;-;4.246070478;0.163244389;0.99271695;0.049811824;0.882197975
chr5;41624972;41625223;Rab28;251;-;2.653462378;0.26122367;0.60861673;0.077749191;0.872946077
chr17;65651725;65651979;Rab31;254;-;2.535338397;0.273394345;0.424618399;0.054999369;0.916511131
chr10;116906772;116907027;Rab3ip;255;-;0.713622657;0.971307698;0.181366681;0.330973932;0.687752174
chr17;25882113;25882364;Rab40c;251;-;2.313994825;0.299545692;0.60014927;0.104894007;0.83868865
chr7;27168423;27168682;Rab4b;259;-;6.446230873;0.107527514;2.750415395;0.080021671;0.708105347
chr10;128677170;128677432;Rab5b;262;-;3.609274819;0.192046108;1.094492588;0.083582999;0.811470233
chr11;100715002;100715259;Rab5c;257;-;7.316337173;0.094739644;3.37774599;0.081248964;0.689728642
chr11;100715265;100715521;Rab5c;256;-;6.844346199;0.101272957;2.723117174;0.066916478;0.772728124
chr6;87999105;87999363;Rab7;258;-;4.07423301;0.170129489;0.699047287;0.035236152;0.939766709
chr6;87999480;87999730;Rab7;250;-;2.987877385;0.231986488;0.709211521;0.072203429;0.827998853
chrX;166457251;166457514;Rab9;263;-;2.590672841;0.267554888;0.584860128;0.078014355;0.883332354
chr7;24969748;24970007;Rabac1;259;-;10.72926117;0.06460344;4.742106384;0.051168944;0.793422744
chr2;34779215;34779470;Rabepk;255;-;3.342030998;0.207402978;0.893440025;0.075677042;0.788314144
chr3;153907288;153907704;Rabggtb;416;-;1.956587973;0.354263233;0.211265181;0.042882317;0.968865006
chr5;143505479;143505733;Rac1;254;-;5.162719028;0.134260101;1.055040963;0.034484179;0.926119783
chr15;99620495;99620754;Racgap1;259;-;3.468707725;0.19982865;0.675510511;0.048326825;0.909004076
chr15;99621274;99621524;Racgap1;250;-;2.571249843;0.269575974;0.755588008;0.112184091;0.739379816
chr13;100617163;100617534;Rad17;371;-;2.71221298;0.255565173;0.597706929;0.072240548;0.892181771
chr6;112619850;112620150;Rad18;300;-;0.669424135;1.03543799;0.179382283;0.379027281;0.655601589
chr15;51962603;51962853;Rad21;250;-;3.444513912;0.20123222;0.649671249;0.046777155;0.928265629
chr8;84834928;84835184;Rad23a;256;-;6.107245599;0.113495875;2.17914526;0.062962749;0.71458407
chr11;53649429;53649781;Rad50;352;-;3.722338956;0.186212806;1.31422686;0.101625614;0.652574662
chr6;126923415;126923718;Rad51ap1;303;-;2.290952331;0.302558535;0.784661681;0.157609747;0.674946072
chr4;116096954;116097204;Rad54l;250;-;3.194814856;0.216960047;0.749336584;0.066480288;0.864063822
chr9;106688079;106688329;Rad54l2;250;-;3.387150128;0.20464023;0.699571153;0.053267421;0.897888706
chr6;115618572;115618844;Raf1;272;-;4.084645852;0.169695784;1.067455848;0.060036907;0.825361273
chr15;10568977;10569227;Rai14;250;-;3.199892886;0.216615745;1.348739969;0.157825056;0.62415844
chr13;17881845;17882100;Rala;255;-;3.960075744;0.175033819;1.272332276;0.082858048;0.694498384
chr13;17882311;17882567;Rala;256;-;5.646329647;0.122760665;1.187353472;0.032689186;0.916509269
chr1;119470304;119470558;Ralb;254;-;8.360959617;0.082902826;3.88388786;0.071918722;0.703742165
chr17;65848427;65848879;Ralbp1;452;-;3.772714975;0.183726358;1.087405409;0.074399256;0.780943712
chr16;18239784;18240228;Ranbp1;444;-;6.998937319;0.099036061;1.663380512;0.030874876;0.909552252
chr8;105768307;105768562;Ranbp10;255;-;3.89929256;0.177762291;1.434298979;0.103434052;0.685809855
chr15;81704247;81704509;Rangap1;262;-;4.122787996;0.168125837;0.562256167;0.026549345;0.963016186
chr11;68972483;68972740;Rangrf;257;-;5.33891038;0.129829334;1.193975639;0.037398191;0.90672755
chr3;105728281;105728702;Rap1a;421;-;4.320765171;0.160422322;1.0290671;0.050152028;0.842896541
chr10;117814464;117814846;Rap1b;382;-;3.393341385;0.204266857;0.578701817;0.041998131;0.933964406
chr3;138925896;138926155;Rap1gds1;259;-;5.250051492;0.132026739;2.146306176;0.09129931;0.700021718
chrX;51004290;51004543;Rap2c;253;-;2.757295744;0.251386592;0.654717459;0.078278746;0.837642363
chrX;51005162;51005423;Rap2c;261;-;4.0907687;0.169441792;0.969823842;0.052653506;0.881349277
chr15;97744769;97745209;Rapgef3;440;-;2.497210394;0.277568595;0.687434282;0.105433024;0.763445732
chr15;102234937;102235189;Rarg;252;-;3.043466355;0.22774925;0.477773893;0.042410635;0.942725548
chr11;35808378;35808630;Rars;252;-;6.061834332;0.114346111;1.997326025;0.056190428;0.821137659
chr13;85215074;85215324;Rasa1;250;-;2.111249246;0.328311393;0.570387737;0.121532527;0.769588673
chr10;121410350;121410604;Rassf3;254;-;2.271691566;0.305123808;0.624493324;0.115679932;0.737222341
chr4;129309509;129309907;Rbbp4;398;-;5.829596586;0.118901397;1.077661792;0.02696491;0.946308015
chr2;152316333;152316587;Rbck1;254;-;6.326055157;0.109570208;2.299665911;0.062580853;0.775882176
chr18;80192262;80192520;Rbfa;258;-;6.49495821;0.106720807;2.724257435;0.077103692;0.7280042
chr15;77078989;77079239;Rbfox2;250;-;4.028428892;0.172063899;0.872275735;0.047553828;0.897098864
chr15;77082338;77082593;Rbfox2;255;-;4.304211565;0.161039291;0.835847013;0.03880913;0.926624535
chr2;156094881;156095134;Rbm12;253;-;2.582193153;0.268433513;0.671131204;0.094269109;0.85155131
chr19;4800924;4801174;Rbm14;250;-;5.157342484;0.134400068;1.241403972;0.042606588;0.890202836
chr3;107325943;107326359;Rbm15;416;-;2.822978609;0.245537525;0.915506147;0.117847632;0.757307435
chr9;106883980;106884246;Rbm15b;266;-;2.810337147;0.246642002;0.584246826;0.064732237;0.89966849
chr2;11585438;11585732;Rbm17;294;-;4.107702081;0.168743294;0.602438385;0.029001367;0.958776729
chr2;36116078;36116328;Rbm18;250;-;1.839532081;0.376806247;0.350681539;0.088752357;0.9033148
chr14;105114518;105114768;Rbm26;250;-;2.552413494;0.271565396;0.319294695;0.03882883;0.963145618
chr6;29125015;29125283;Rbm28;268;-;4.845177116;0.143059204;1.241479198;0.049284105;0.867434837
chrX;8142355;8142607;Rbm3;252;-;11.02173171;0.062889136;4.706543715;0.046869621;0.830614159
chr8;126947172;126947424;Rbm34;252;-;4.233828938;0.163716388;1.897330686;0.132944301;0.605512953
chr8;126949024;126949274;Rbm34;250;-;3.638663602;0.190494988;0.536424049;0.032939459;0.954482423
chr2;156147240;156147495;Rbm39;255;-;3.086074538;0.224604808;0.545696874;0.048247213;0.932168512
chr7;30640994;30641248;Rbm42;254;-;6.604551279;0.104949928;2.240078543;0.053865861;0.806436313
chr9;107740494;107740751;Rbm5;257;-;1.829499533;0.378872565;0.35188065;0.090224838;0.886173625
chr9;107773558;107773813;Rbm6;255;-;2.748550457;0.252186449;0.564056672;0.065116894;0.896088718
chr9;48488696;48488950;Rbm7;254;-;2.198112546;0.315337439;0.46581679;0.084794685;0.895529913
chr8;78505267;78505518;Rbmxl1;251;-;3.234166628;0.214320182;0.560701198;0.044948994;0.926738513
chr8;33784056;33784306;Rbpms;250;-;5.115044071;0.135511478;1.827200106;0.075309713;0.75042843
chr8;33803939;33804189;Rbpms;250;-;3.194539501;0.216978748;0.845428046;0.078089066;0.731367472
chr6;92186711;92187007;Rbsn;296;-;2.568579155;0.269856266;0.92521675;0.151929688;0.672940269
chr2;37370070;37370321;Rc3h2;251;-;2.200233966;0.315033397;0.36586535;0.062833502;0.931836425
chr4;132331917;132332175;Rcc1;258;-;3.800903422;0.182363797;0.534581202;0.029846491;0.960794107
chr5;134148057;134148321;Rcc1l;264;-;3.076629696;0.225294315;0.792383219;0.07815244;0.823684181
chr5;91949286;91949540;Rchy1;254;-;3.919225559;0.176858201;1.02640994;0.062751671;0.838405246
chr2;105386924;105387174;Rcn1;250;-;7.388455623;0.093814894;3.587535191;0.088548087;0.667506208
chr12;79174335;79174585;Rdh11;250;-;2.848191096;0.243364001;1.036132529;0.139155192;0.653461575
chr12;79175549;79175800;Rdh11;251;-;1.542970525;0.449229048;0.42979564;0.173446858;0.77505374
chr7;4425664;4425917;Rdh13;253;-;1.849262748;0.374823524;0.479032684;0.131038373;0.808902475
chr11;115892594;115892850;Recql5;256;-;0.772710827;0.89703309;0.24086517;0.406253251;0.628433789
chr18;34346992;34347242;Reep5;250;-;6.991044175;0.099147876;2.873783723;0.069203674;0.621530363
chr7;19606218;19606472;Relb;254;-;1.94342945;0.356661869;0.433393903;0.102365193;0.857689444
chr4;155074109;155074361;Rer1;252;-;1.891428024;0.366467649;0.554209029;0.151882138;0.687422476
chr4;155074375;155074625;Rer1;250;-;3.545994697;0.19547327;0.862504981;0.062827395;0.872770645
chr1;38052785;38053045;Rev1;260;-;2.031766635;0.341154918;0.364028959;0.074466309;0.919849089
chr10;80541658;80541916;Rexo1;258;-;2.836784253;0.244342579;0.943064752;0.121681629;0.726052014
chr9;48468513;48468769;Rexo2;256;-;6.053336551;0.114506632;1.935768161;0.053832328;0.841083421
chr2;26953562;26953815;Rexo4;253;-;2.890956815;0.239763935;0.775682449;0.08792272;0.78737919
chr5;65261851;65262109;Rfc1;258;-;4.728335121;0.146594343;1.246014741;0.052453161;0.867670999
chr5;151642815;151643075;Rfc3;260;-;4.15246001;0.166924469;1.33687714;0.079258014;0.776712255
chr16;23113947;23114197;Rfc4;250;-;5.829588017;0.118901572;1.869976216;0.056152755;0.815559449
chr5;117379139;117379394;Rfc5;255;-;3.818944201;0.181502306;0.760424115;0.045125985;0.878901464
chr11;120780744;120780995;Rfng;251;-;4.149357243;0.16704929;1.225295404;0.070000136;0.776150443
chr8;111270942;111271193;Rfwd3;251;-;2.863512422;0.242061873;0.46946561;0.047467629;0.939770625
chr17;56775896;56776152;Rfx2;256;-;3.066575278;0.22603299;0.675091268;0.063806782;0.888434384
chr2;181688418;181688753;Rgs19;335;-;3.607285996;0.192151989;1.252076538;0.102151848;0.685575454
chr5;24803248;24803501;Rheb;253;-;3.710751786;0.186794273;0.619939647;0.037466261;0.937049729
chr15;98877759;98878032;Rhebl1;273;-;2.986725343;0.23207597;0.454994455;0.04170794;0.948182555
chr6;128357320;128357629;Rhno1;309;-;1.851240568;0.374423072;0.372630602;0.094359904;0.895861375
chr12;8497758;8498010;Rhob;252;-;0.834327997;0.830784995;0.22608971;0.30881308;0.728127585
chr17;25838458;25838708;Rhot2;250;-;4.000499842;0.173265144;1.406212433;0.093916965;0.703239761
chr17;25838837;25839088;Rhot2;251;-;3.463178385;0.200147698;1.117097085;0.09530122;0.694036728
chr6;122455586;122455841;Rimklb;255;-;5.329724786;0.130053091;1.68468241;0.060108534;0.805778203
chr5;120609059;120609311;Rita1;252;-;2.337741097;0.296502971;0.527432486;0.086385989;0.881028735
chr4;121145882;121146370;Rlf;488;-;2.398222484;0.289025387;0.474562321;0.071301865;0.901526639
chrX;103957162;103957423;Rlim;261;-;2.261997801;0.306431412;0.288619422;0.044817587;0.961143342
chr2;119136997;119137254;Rmdn3;257;-;4.344101215;0.15956055;1.112803746;0.054949933;0.860992708
chr6;71388633;71389139;Rmnd5a;506;-;2.75622575;0.251484183;0.517537049;0.058137776;0.910236441
chr11;51623669;51623922;Rmnd5b;253;-;3.409270082;0.203312487;1.160799883;0.104962526;0.658827391
chr11;70238122;70238374;Rnasek;252;-;3.359664252;0.20631442;0.944619339;0.080697709;0.710883058
chr2;51130438;51130690;Rnd3;252;-;1.892510159;0.366258103;0.534547959;0.144173764;0.803133985
chr5;115241769;115242023;Rnf10;254;-;9.523068166;0.07278612;4.930064728;0.078127588;0.68445163
chr4;109452557;109452807;Rnf11;250;-;3.73756951;0.185453991;1.394056037;0.110318655;0.708736842
chr7;102019143;102019401;Rnf121;258;-;3.220541707;0.215226891;1.135350786;0.117187361;0.645088562
chr10;79758514;79759016;Rnf126;502;-;3.953997884;0.175302871;0.852286137;0.048169598;0.891386741
chr7;110813525;110813867;Rnf141;342;-;3.602704962;0.192396321;0.944771513;0.068387929;0.848457736
chr10;29345968;29346218;Rnf146;250;-;2.021707432;0.342852368;0.637526967;0.157911223;0.744246894
chr1;39551295;39551799;Rnf149;504;-;3.457322352;0.200486709;0.723515594;0.053059808;0.902885964
chr7;99920253;99920504;Rnf169;251;-;1.845679653;0.375551185;0.591711204;0.177211671;0.70533074
chr6;72359711;72359969;Rnf181;258;-;5.176940933;0.133891267;1.448450974;0.052014338;0.856305095
chr11;3415972;3416232;Rnf185;260;-;2.608446885;0.26573176;0.772663391;0.111843909;0.766023514
chr11;58932285;58932537;Rnf187;252;-;6.492823962;0.106755887;1.555792119;0.033641664;0.912549681
chr1;151469405;151469776;Rnf2;371;-;2.646594966;0.261901496;0.423685044;0.049918238;0.946367224
chr1;151470377;151470768;Rnf2;391;-;1.710976672;0.405117844;0.356463617;0.106613791;0.865662251
chr5;142990891;142991142;Rnf216;251;-;1.75600794;0.394728956;0.399199973;0.116137134;0.826056363
chr14;104477533;104477786;Rnf219;253;-;2.832585564;0.244704764;1.030739031;0.139982372;0.629725132
chr4;117271462;117271715;Rnf220;253;-;3.571000072;0.194104499;0.737818963;0.050548826;0.913982287
chr4;44126211;44126461;Rnf38;250;-;1.741546395;0.398006727;0.272908845;0.073959403;0.93443867
chr13;54679398;54679663;Rnf44;265;-;3.683697256;0.188166164;0.826155156;0.054401454;0.899441275
chr17;34601098;34601439;Rnf5;341;-;6.079663533;0.11401078;2.30516527;0.069628775;0.749701904
chr9;96470936;96471252;Rnf7;316;-;3.516016427;0.197139915;0.544872392;0.03615311;0.948347028
chr9;96471352;96471602;Rnf7;250;-;5.320300353;0.130283468;1.336501093;0.043708025;0.839069879
chr7;141160324;141160577;Rnh1;253;-;7.022285566;0.098706778;1.940836514;0.037700608;0.840692552
chr3;113605465;113605715;Rnpc3;250;-;2.7189639;0.25493063;0.923010821;0.131018863;0.685907302
chr1;135262698;135262948;Rnpep;250;-;4.656697844;0.148849507;1.060168764;0.043877192;0.857013088
chr18;10064400;10064842;Rock1;442;-;3.788658456;0.182953198;1.369820544;0.103608864;0.72077148
chr9;22448311;22448570;Rp9;259;-;3.460538271;0.200300394;0.791049932;0.05935505;0.876374
chr11;75300258;75300658;Rpa1;400;-;5.529806119;0.125347465;1.200078235;0.034742776;0.921922517
chr6;8255935;8256194;Rpa3;259;-;7.583994737;0.091396052;2.994628912;0.059637273;0.726609987
chr2;119763958;119764213;Rpap1;255;-;3.440952229;0.201440513;0.590600249;0.041738991;0.924338052
chr15;97675097;97675354;Rpap3;257;-;3.847588298;0.180151078;1.00568773;0.063751607;0.846890109
chr3;146506345;146506614;Rpf1;269;-;3.772236154;0.183749679;0.921848334;0.059426768;0.835462086
chr10;40223245;40223937;Rpf2;692;-;3.777679333;0.183484917;1.048493395;0.070490882;0.843191561
chr6;70765719;70765970;Rpia;251;-;1.240000959;0.55898923;0.392768653;0.259141967;0.654924118
chr12;66283377;66283702;Rpl10l;325;-;4.859217576;0.142645842;0.68907851;0.023570961;0.962756488
chr4;136049944;136050197;Rpl11;253;-;11.12566391;0.062301647;5.184461698;0.054366185;0.778977331
chr7;45125556;45125812;Rpl13a;256;-;5.414368531;0.128019949;1.001674241;0.029060315;0.936734975
chr7;45125916;45126166;Rpl13a;250;-;10.60888261;0.065336493;4.177263426;0.042435308;0.850243115
chr14;18267822;18268072;Rpl15;250;-;5.415400404;0.127995555;1.291586149;0.040088441;0.889702173
chr14;18268958;18269208;Rpl15;250;-;11.27203057;0.061492663;4.06431705;0.034674752;0.889190246
chr8;70895376;70895626;Rpl18a;250;-;10.00440637;0.069284189;3.358455881;0.035011981;0.885812313
chr11;97777523;97777775;Rpl23;252;-;4.386612094;0.158014241;1.136119743;0.05522951;0.816933726
chr11;97778030;97778280;Rpl23;250;-;13.74981521;0.050411382;6.363447701;0.043430034;0.834476546
chr11;78180929;78181185;Rpl23a;256;-;13.1735374;0.052616633;6.249950391;0.04749725;0.812102855
chr15;80077780;80078038;Rpl3;258;-;13.01110906;0.053273489;5.758173309;0.04229432;0.843194903
chr15;34440507;34440759;Rpl30;252;-;14.06357553;0.049286697;6.397984094;0.041136487;0.835405097
chr16;16819712;16819962;Rpl31-ps12;250;-;12.31026878;0.056306421;4.621289685;0.033841721;0.868159559
chr6;115805509;115805763;Rpl32;254;-;10.88213846;0.063695861;2.982048089;0.024043285;0.937093193
chr3;130726826;130727087;Rpl34;261;-;12.7270527;0.054462506;4.899118747;0.034085403;0.885627146
chr3;130726836;130727086;Rpl34-ps1;250;-;12.66608883;0.054724642;4.809326872;0.033498367;0.88868837
chr2;39001578;39001836;Rpl35;258;-;14.83818774;0.046713736;9.00433259;0.072100867;0.672126133
chr12;69182733;69182990;Rpl36al;257;-;7.723666539;0.089743282;1.988538454;0.031116649;0.916107623
chr5;115103175;115103425;Rpl37rt;250;-;13.55903048;0.051120704;6.468941345;0.046642126;0.815632012
chrX;37082517;37082799;Rpl39;282;-;15.316349;0.045255379;5.578611207;0.025926162;0.917731058
chr10;128548109;128548361;Rpl41;252;-;12.3496629;0.05612681;5.263378029;0.041688504;0.832573027
chr1;16101295;16101553;Rpl7;258;-;11.43997478;0.060589922;3.318472348;0.02475724;0.922305262
chr17;46773906;46774156;Rpl7l1;250;-;1.881116255;0.368476525;0.544064291;0.149938016;0.69563646
chr17;46774498;46774748;Rpl7l1;250;-;2.370283739;0.292432155;0.297554352;0.041980618;0.958285509
chr17;46775098;46775348;Rpl7l1;250;-;3.385654335;0.204730641;0.557084828;0.040321559;0.943539416
chr5;65388360;65388613;Rpl9;253;-;10.936042;0.063381906;4.222493182;0.039864112;0.839246088
chr9;61913277;61913532;Rplp1;255;-;24;0.028408597;17.97047379;0.079411624;0.618411815
chr17;36255666;36255922;Rpp21;256;-;4.158330396;0.166688818;1.475452413;0.091670743;0.630753669
chr4;41712023;41712282;Rpp25l;259;-;3.117676154;0.222328153;0.889570139;0.088764396;0.828495524
chr13;35896704;35896962;Rpp40;258;-;2.86352181;0.242061079;0.626088581;0.067734615;0.866444685
chr18;24484961;24485211;Rprd1a;250;-;5.287948454;0.131080548;2.097241441;0.086158822;0.689361314
chr3;95761020;95761270;Rprd2;250;-;2.585573312;0.268082586;0.619606455;0.084490591;0.866080403
chr3;95761520;95761770;Rprd2;250;-;1.241179223;0.558458575;0.319251917;0.193387233;0.755335422
chr3;95763280;95763530;Rprd2;250;-;2.183039085;0.317514783;0.838226914;0.19790826;0.658849303
chr17;27630416;27630678;Rps10;262;-;9.794481149;0.070769158;2.707375766;0.027034832;0.927730389
chr7;45122382;45122637;Rps11;255;-;11.25023001;0.061611823;4.265675576;0.037628177;0.873642728
chr10;23785181;23785437;Rps12;256;-;17.02074631;0.040723666;10.65780668;0.06821139;0.679779643
chr7;116331506;116331761;Rps13;255;-;11.49169674;0.060317218;3.984130763;0.032009267;0.888034856
chr7;118109061;118109311;Rps15a;250;-;11.08519715;0.06252908;3.971840663;0.034913974;0.87699474
chr7;81342727;81342982;Rps17;255;-;14.01171914;0.049469103;5.952328836;0.036535812;0.869389405
chr17;33951995;33952248;Rps18;253;-;12.94948992;0.053526987;5.355533235;0.03774917;0.868387934
chr15;80260613;80260871;Rps19bp1;258;-;2.528885328;0.274091978;0.514666048;0.070034994;0.882079848
chr4;3834465;3834715;Rps20;250;-;12.76841175;0.054286092;4.694068001;0.031559544;0.897914978
chr10;128624528;128624784;Rps26;256;-;11.32966969;0.061179822;3.81526754;0.03106267;0.898095164
chr11;29545839;29546091;Rps27a;252;-;13.11311334;0.052859086;5.056537189;0.033175871;0.886197189
chr17;33823036;33823293;Rps28;257;-;15.83532086;0.043772222;6.314209465;0.029028857;0.90195441
chr12;69157720;69157971;Rps29;251;-;16.60864197;0.041734127;8.292964417;0.041620136;0.832281157
chr7;99477896;99478146;Rps3;250;-;4.882440624;0.141967355;2.130271547;0.109887514;0.634799545
chr3;86137939;86138191;Rps3a1;252;-;13.79293819;0.050253773;5.966091005;0.038306431;0.856849276
chrX;102184939;102185190;Rps4x;251;-;14.14457303;0.049004461;5.585001005;0.031974725;0.894542089
chr4;86854098;86854348;Rps6;250;-;10.3022487;0.067281154;5.602044021;0.080190547;0.646008132
chr4;86854658;86854908;Rps6;250;-;11.55891882;0.059966437;4.338293475;0.036029013;0.878871342
chr4;133847290;133847540;Rps6ka1;250;-;4.461028997;0.155378318;1.350832571;0.067484513;0.805889024
chrX;111388192;111388582;Rps6ka6;390;-;4.321308906;0.160402136;1.078034594;0.053316197;0.840516222
chr19;4156792;4157226;Rps6kb2;434;-;4.401233169;0.157489311;1.680214474;0.097248806;0.617289801
chr1;190772878;190773128;Rps6kc1;250;-;1.497380632;0.462906469;0.451828621;0.200042073;0.625632846
chr12;28630846;28631330;Rps7;484;-;10.93173322;0.063406888;3.664818686;0.031977085;0.901508425
chr4;117153825;117154085;Rps8;260;-;10.46445172;0.06623827;3.169813053;0.028783185;0.915774118
chr6;113415318;113415595;Rpusd3;277;-;4.33348244;0.159951538;1.704663347;0.103720916;0.6720973
chr7;114047571;114047821;Rras2;250;-;4.539102001;0.152705795;1.505203315;0.075761683;0.669858663
chr2;143947393;143947644;Rrbp1;251;-;3.824183351;0.181253647;0.825454817;0.049893378;0.886760197
chr2;143985863;143986113;Rrbp1;250;-;4.412080741;0.157102107;1.482151736;0.079472629;0.711177047
chr10;78400361;78400639;Rrp1;278;-;6.103694136;0.113561913;1.994963261;0.055139129;0.794481241
chr19;41862844;41863108;Rrp12;264;-;3.974785393;0.174386064;1.122318334;0.068613124;0.8173079
chr1;186721083;186721336;Rrp15;253;-;3.823744618;0.181274444;0.929168964;0.058189734;0.874596252
chr17;46667452;46667702;Rrp36;250;-;2.546583051;0.272187149;0.581000139;0.080454897;0.863420139
chr15;83115843;83116095;Rrp7a;252;-;3.814285017;0.181724013;1.510420825;0.119138851;0.645852182
chr7;105732204;105732457;Rrp8;253;-;2.595630728;0.267043834;1.092962342;0.194233709;0.615873955
chr5;20893023;20893275;Rsbn1l;252;-;2.11881478;0.32713911;0.564298725;0.118753474;0.78764086
chr4;141683562;141683812;Rsc1a1;250;-;3.129401553;0.221495123;0.884411183;0.08725773;0.835088053
chr16;11192972;11193290;Rsl1d1;318;-;3.50171005;0.197945338;0.436703814;0.028203363;0.968267721
chr5;123728425;123728972;Rsrc2;547;-;2.205770638;0.314242636;0.351764097;0.059621838;0.938011257
chr2;13076966;13077263;Rsu1;297;-;6.394317889;0.108400488;2.802216462;0.084563768;0.673180791
chr3;116488963;116489215;Rtca;252;-;3.882819861;0.17851644;0.800034271;0.046327993;0.878470266
chr10;85938633;85938886;Rtcb;253;-;4.649910955;0.149066764;0.748763998;0.028611028;0.949404331
chr19;7425894;7426148;Rtn3;254;-;7.038934559;0.098473309;3.233653471;0.083680693;0.670564243
chr19;7426972;7427251;Rtn3;279;-;5.71303234;0.121327369;1.273656986;0.034808827;0.896857889
chr3;89083975;89084230;Rusc1;255;-;1.678926186;0.412851492;0.491309324;0.170793961;0.652027024
chr7;45421852;45422147;Ruvbl2;295;-;5.341656664;0.129762586;1.032780923;0.031102387;0.910224787
chr10;33996554;33996808;Rwdd1;254;-;7.939204837;0.087306877;2.653182392;0.043821431;0.85370623
chr6;100228563;100228814;Rybp;251;-;2.246120549;0.308597497;0.295061724;0.04666969;0.961211436
chr4;129148001;129148264;S100pbp;263;-;3.085829519;0.224622642;0.397056854;0.03317051;0.963768797
chr9;20965950;20966206;S1pr2;256;-;1.850734854;0.374525383;0.324314348;0.079574374;0.926148077
chr7;46689257;46689555;Saal1;298;-;5.93573463;0.116775298;2.049529638;0.061585643;0.786527091
chr19;6115996;6116253;Sac3d1;257;-;2.005968974;0.345542324;0.387521329;0.082736702;0.884597677
chr7;16327047;16327300;Sae1;253;-;5.106670264;0.135733686;0.994928899;0.032843838;0.93565038
chr8;89027240;89027492;Sall1;252;-;2.501689053;0.277071677;0.55142567;0.078340411;0.891896083
